"",Budget brand,"roadx,rossiaavtorobot,blackmores,prosperplast,solognac,butterfly,raidmax,kisswill,next,sis,abk,enlightenbrick,alissabeaute,nillkin,tega,studioprofessional,milavitsa,collistar,bondibon,rinax,netis,bovidix,puridea,toro,gssolid,doff,zegan,concept,maestro,infinitynado,serebroff,ecolab,funred,trendbeauty,jb,maxcity,josephjoseph,centek,cobi,pjmasks,boarteks,mutant,vcom,ardell,tuncmatik,forlux,martinex,elenberg,malushen,modern,navitel,karadium,acvilagrup,lenta,madcat,madguy,mattel,blenderbottle,nutrilon,landsail,stikbot,graffiti,lifetrons,normann,mz,sinbo,comforser,glimmeies,cafemimi,barokko,artspace,tutu,bessey,sanita,istarikomiks,dobraakniga,bars,poppuri,salvinelli,giorgioarmani,tamiteks,underarmour,poopsie,regatta,welly,evriki,dopdrops,ceinio,zapfcreation,ergolux,apex,turtles,mitre,noryalli,tacki,livebook,aquafruit,f-promo,wetnwild,grizzly,usborne,livdelano,tobot,leicos-leiya,hohner,spinmop,rw,parallelkomiks,verico,maysternya,yasham,vita,willmark,inseense,larocheposay,funnyfood,maruemsta,chilok,viewmaster,topface,tv-shop,jellyfishjam,omron,julbo,karat,newbright,build-a-bear,renberg,sibirskietovary,nero,catrice,maxwell,della,aplus,eskar,shell,dodo,vgp,hankook,rubiks,ivc,rimmel,lacoste,zic,bourjois,esse,norplast,sleekmakeup,baboo,villi-vinki,bioworld,shiseido,casato,westmark,dr.hoffman,kumano,lol,oral-b,sx,toysmax,bertoni,autolite,kala,mof,dam,polimerbyt,trefl,tunga,centrpoligraf,crona,neoclassic,avtotent,ermila,lucalighting,princessemarinadebourbon,guangwei,victoriassecret,melidadi,helios,lanvin,holatoys,rombica,krasatoys,maybellinenewyork,esthetichouse,prestiz,fisherprice,three-a,lenizdat,simax,alumet,rezult,beliss,biovea,almaty,carfashion,desatoekorolevstvo,tundra,mezizdat,vlk,fabrikakomiksov,sbs,belgia,silapro,vitross,simbat,momert,playland,temp,gimi,hyper,elizavecca,meliconi,willmax,aquapick,mersco,eaton,taschen,ooops,remeco,tools,duir,elysium,ateliero,nascitaprofessional,estel,rodaco,hummer,bergauf,cailyn,tdmelectric,tokler,onlitop,mazzini,bra,maytoni,sufix,samo,avatar,instyle,planet,beyond,clarion,sigma,nmp,nitto,lashologist,domenik,hitechnic,jockey,crome,rockstargames,walfix,kroskaa,leicos,aten,tmnt,asb,klavuu,autopower,lamelprofessional,zangavar,soskin,rasch,beijing,damper,torneo,lcf,estrade,rieker,hayejin,complimenti,basf,nutricia,jeunepremier,carpet,rowenta,frozen,nyce,a-mega,corps,genesis,mefro,pasabahce,alondra,outwell,cellio,ivaru,kapousprofessional,zenzia,energybodysystems,kirkland,drjart,baby,helpfer,rpikduir,timi,greenland,tuctuc,smiger,metalions,beurer,mammie,fitnessbody,polo,topex,juteks,kaplanser,legrand,luris,botanica,eveline,dankotoys,imtoy,addlink,vega,wurth,yaole,gaspari,poppops,bogates,interojo,ruike,sasta,egger,gs,sima-land,fortnite,dub,teyko,kingtony,magellan,zalman,lirene,zengen,starway,wensheng,gkhair,eksmo,daye,xiaoyueliangtoys,masterfish,gislaved,amtel,scoole,montblanc,orico,puzzles,naughtydog,chilokbo,nocnezna,tuka,stavia,miolla,sparta,oscardelarenta,similac,bueno,regentinox,belaakalitva,redragon,gaissina,luxvisage,xtrembots,zvezda,boyscout,fitokosmetik,vece,patriot,kajsa,dilis,tigar,armandbasi,vihr,zebratoys,vargame,amico,berkley,initioparfumsprives,iunik,d-clinic,babolat,dmichael,antares,mamut,azbuka-attikus,badlandgames,belkin,stationeryteam,stayer,bandainamco,abtoys,fisher-price,delux,gembird,alexrojo,organicshop,moov,rockforce,monro,rainbo,citilux,lem,vtech,noopies,anon,tesler,lezard,qazaqkhan,davidoff,kativa,rolife,altenzo,receptybabuskiagafi,homy,robotime,bwell,dirkjebabywear,londa,bioderma,azzaro,lego,fischer,yoobao,kingtul,klx,crowdgames,syntrax,dymatize,riche,framesi,kainar,globex,beyonce,llocker,gosh,laroche-posay,enermax,ibili,daesung,crane,satagood,mediheal,rapoo,kleancolor,lancome,asel,ronthompson,spalding,kokiri,alvitek,autoprofi,twins,misstais,kumho,kovroff,albertocasiano,interbaget,payot,huochu,microids,jjrc,sylvanianfamilies,chariots,perilla,elaud,vokter,dfz,muscletech,smile,mei-cha,oasis,naturehike,pisen,witerra,freya,rosmen,garnier,pnb,youngtoys,travellight,eliesaab,helfer,lumme,acme,bro,flushforce,individuumpablising,glanzen,interos,vulli,aerolajf,chloe,superwings,likebook,dyflon,salvatoreferragamo,riken,visage,tutti,cocochoco,emal,neocoregames,origins,wengemotion,foryou,molten,raytheonphantom,tripplite,dobroparov,ecocraft,constantdelight,cressi,coolmaker,glamglow,idealspaten,havit,nokian,onkron,doliva,stupidcasual,calligrata,zanry,sanitaluxe,illumico,hilo,mexx,attribute,stavr,edelman,narodnyerecepty,fabretti,smtt,chub,organiczone,coopervision,armada,artvisage,nicecooker,timilostworld,qnt,coghlans,gaga,stellar,ford,federal,wowwee,leaderkids,reergmbh,x-game,hammer,air-cool,freedom,drfrei,larsen,hiper,akom,janesper,likato,intro,yema,tima,savagegear,worldpeacekeepers,bene,tarkett,smartway,zadoor,holikaholika,ceriotti,humana,dla,ecotex,s-oil,tramontina,eurol,koopman,vitus,aoteli,nioxin,grafit,kicx,alinapaint,nitecore,lazso,target,organickitchen,yegam,repetto,prologic,pyrex,continent,lancaster,maxler,hercules,meinl,sibin,guerisson,slovo,cordiant,eurotrading,uvelirnyetradicii,wess,siee,packing,graf,trussardi,belis,astana,gk,cosrx,barbie,jeneca,vip,maxxis,maxtrek,relouis,navigator,sunwide,soundstream,machete,farmavita,princetontec,plantex,loreal,catimini,sandisk,max,neva-taft,lom,hera,galacticos,biotherm,werner,terris,tizianaterenzi,dreja,titan,eolaboratorie,polarring,denso,hellomaggie,machaon,petitfee,dinamical,achilles,alterna,diamond,camelion,mstar,merlin,labiotte,exclusive,hikma,royal,tognana,madamecoco,gigawatt,fassen,orly,nexxt,nereus,zhejiang,odeonlight,saferich,pequetren,kubanfarfor,ovk,cablexpert,skindoctors,noppies,himalaya,shakira,kroft,arkadia,tp-link,polkaudio,unison,wk,crystallux,moxom,magnitoj,babyhit,yotrix,algotherm,avene,oitez,gulliver,akara,biolane,samga,steppuzzle,maximumpowernutrition,silampos,adata,dsp,naturerepublic,sonny,teosa,comfortzone,dragon-i,waspo,escada,juventa,pediasure,xjewellery,lipsmacker,siren,cralusso,kskids,total,kapsen,auratic,goform,pikate,eurolight,dreamwave,matador,torch,prof-press,verloni,kx,velo,chuggington,secretkey,marching,cobra,minony,matrix,ubear,wallberry,fanzon,cellucor,bibalina,himalayaherbals,drhedison,ollin,rivacase,wellberg,compliment,x-level,nikai,abris,acorp,colombo,ecolaboratorie,torres,seagate,carmani,ga-de,aton,brain,laboratoriaznanij,remington,bburago,deepcool,odri,opple,meguin,allocacoc,wanday,go-sport,fantom-press,scarlett,naturalist,jvc,alaia,vakosa,nivea,elegant,zimakrasavica,on,bigdream,homage,kramer,selectiveprofessional,doui,kiepe,nestogen,decocode,totaku,ivy,patrino,candylocks,heidelbergcement,nutrend,gehwol,guzzini,kompasgidid,yulu,andromeda,mhp,johnvarvatos,krasnaaglina,monis,a-case,kastamonu,cacharel,absolutechampion,starfestival,axper,tamaris,powertrac,puma,tekstilnaalavka,erichkrause,lanard,xinyu,easycamp,swissimage,wahl,poli,avengers,xlmedia,lagirl,habilead,alita,mekkan,wella,bombora,botas,olmio,nannic,prajm-evroznak,elite,gerat,kromax,poligrafkombinat,aolais,moose,smashbox,hatchimals,x-digital,kenzo,dunya,vilia,okuma,poholy,sherlock,granicom,zeetex,kladez,spaquatoria,toyo,finezza,knauf,sheyk,welss,nuxe,sulu,tatami,balterio,mammut,luminarc,sumdex,tvs,kudu,veston,hobbyworld,classen,wenge,colourpop,bq,irbis,kingstar,wincars,rline,inoi,motul,nerf,kstar,nuovabattipav,valentino,invisible,telefunken,lolsurprise,lostkitties,coty,dr.jart,bws,alinex,panouge,freshfruit,takeit,harte,apollo,purederm,lysvenskieemali,rodi,vans,merry,rosa,w-star,upright,uragan,vladi,masters,ship,atelier,worth,spider-man,bloomsbury,gerkulesgames,bardahl,olimpic,desigual,adel,eichorn,deppa,spiegelau,energenie,imax,marvel,musclepharm,viviennesabo,stahlberg,majescogames,tous,steelseries,iqmarketing,kineticsand,kerastase,teens,huntsman,dendy,ooba,mirage,kompasgid,stelz,leonbergo,lada,ridata,teamgroup,robocarpoli,eltex,avs,minecraft,granchio,pawpatrol,lindsay,brisk,aquatic,funville,sun,dickie,klymit,dalianhantaitradecoltd,nobleroyale,dfc,now,hotwheels,optiplus,nexen,royalblack,maisto,emsa,motorcraft,bot,ronas,thorvik,sindbad,greys,rare,bambola,peak,junglefieldtroop,alerana,giti,edon,rossia,art-visage,signature,baseus,amercook,vasilisa,saturn,mr.pixel,globaltoys,nan,armytek,lingua,exogini,beautycreations,puckator,desertykrasoty,fit-rx,solostyle,braumauto,railking,toscom,erismann,chieftec,zeta,domcraft,kormoran,ortega,oralcare,novline,tracker,mad,elari,arktika,capline,note,beautyvisage,line,zarkoperfume,mirra,skazocnyjpatrul,malys,exide,flormar,hola,dormeo,joko,planetaorganica,elamina,slavanskieoboi,naturepan,babylisspro,blaumann,s.a.n.,metsui,disney,sacvoyage,ivt,actiontrack,kovea,first,zuru,lori,evamosaic,zmi,blaster,elco,popcornbooks,tl,kronopol,milk,alteco,durun,compasal,americancrew,bwt,likatoprofessional,krosno,codemasters,noppiesbaby,cars,activision,canyon,standart,grape,changerobot,provoc,tempish,favourite,alphard,bfz,casta,vilenta,boucheron,stalemal,sven,tdm,individuum,minerva,timberk,sailun,zenmart,stl,pilsan,popurri,trebl,clatronic,tonar,castrol,bergner,cobat,unitedcolorsofbenetton,kontinent,yvesrocher,trichup,tourist,guliver,firepower,nuk,finish,ubisoft,ansmann,courvoisier,balta,steger,vov,rextor,labirint,big,ecolaboratory,kapous,kupajsaiigraj,arua,redmond,zaharov,simba,montale,gourmet,anskin,psyonix,paso,tigres,malva,intex,tisa,hasbro,wonderlab,vinzer,gauss,logosfera,essence,miumiu,clanfrancoferre,shantougepai,wilmax,sksportivnaakollekcia,natur,meizer,microlab,joby,lorelli,cadelvetro,merejbaspasy,picard,babyono,sebamed,ilash,nirmal,cayee,triangle,canwood,lamart,azbuka,tytan,regent,babycare,ogiz,to-plan,katun,ngk,rebellion,monix,stanley,denn,corpus,zilmer,remonte,sega,carmex,nutrilak,syma,xigmatek,iwalk,delma,alpinapabliser,johnnytheskull,kinder,graff,mcfr,olimp-biznes,loctek,arcancilparis,proffcarbon,bombcat,globalkeratin,transformers,dbpower,orangedaily,meccano,avanta,sensis,pixiebelles,crown,greentek,era,iddis,keramin,kafekrasoty,startradingabsvecia,decora,belyjedinorog,arrivo,arcodoro,startrading,ideal,id-cooling,ehome,wader,borasco,marmiton,dispho,collagen,farmstay,moulinvilla,gerber,eurolux,adidas,voltman,harper,accord,febest,tokuryo,ourgeneration,merzuka,lbl,bsn,privia,skovo,playmobil,everflo,vplaboratory,grandstil,klorane,fea,lepota,natrol,keumkang,topicrem,ipower,monisstil,neskucnyeigry,verbatim,kirovskaakeramika,aeg,littlestpetshop,ricco,deerma,ecologystone,freeway,blw,olimp,aquamarine,babyliss,svc,mauboussin,lexand,playmates,berber,logitech,startul,maxfactor,rimmellondon,dvizenie,ravenol,kursiv,banquet,halei,banbao,penn,laneige,vipe,fit,smarttrike,kohala,perina,meanlove,weider,stolicatekstila,afnan,akvalinia,tyr,niznekamsksina,goodride,sms,handwers,khw,sluban,joerex,amalbooks,biolage,lahn,rochas,joyroad,mecta,citycolor,airmax,adile,dwt,matex,floresan,palisad,autovirazh,ragolle,ast,homeart,tierra,alcon,mitasu,swat,tradiciatekstila,reluce,rdx,umka,fidan,robens,ramili,taller,delkor,volsebnaanoc,revuele,conceptclub,heinz,palmers,huawang,jocelyn,gigazone,polaris,academie,greenpan,farroad,pqi,aileron,ultravit,baden,feron,powerrangers,stilzizni,bigklever,blueseven,jomalone,asil,lakme,devente,veho,ozkaplan,merealni,fendi,dunlop,vari,clinch,domika,cullmann,kose,maxima,promozer,polesie,bombbar,netgear,pinti,apcbyschneiderelectric,britneyspears,magformers,cougar,harpercollins,samy,neposeda,comfort,devos,aleteja,amet,lubereckiekovry,olivella,flight,bykilian,jio,electronicarts,floralis,drgans,origami,milight,vasilek,delmax,k.k.y.,woodcraft,philippus,acuvue,ryor,altinbasak,marcotozzipremio,roblox,aerocool,pubg,dickietoys,mitte,iope,petek,kron,inostranka,berossi,evelinecosmetics,billi,tenda,crystal,cow,kronostar,bozhi,grattant,duo,gazpromneft,remax,arpenaz,carpisa,filly,jbl,qazprotein,moschino,clevercompany,chuckfriends,lion,colgate,monster,lujun,magictrack,westa,miraculous,volta,acv,jigott,garage,amarobaby,princessa,kolner,mirax,nurpress,hachette,mw-light,eneos,taxi,acm,segotep,gonher,leco,kukmara,biol,shhongri,scan,mahaon,action,autojet,erbis,komfederacia,salmo,suda,palars,drsea,mannivanoviferber,moser,transcend,weifeng,blumarine,manhattan,lefard,bio-oil,novatex,yunteng,franckolivier,confetti,triumph,kosadaka,welldone,vitek,hifly,hap-p-kid,papilla,missha,ningbo,coloma,pupa,d-link,berlingerhaus,solarstorm,selective,goodgrill,robins,ausini,mikrotik,gabolparadise,hycell,beisier,shangpree,annaite,rondell,cnd,yvessaintlaurent,marshal,rastar,kosmos,rozenbal,kuttenkeuler,nella,bandai,bxg,sallyhansen,vitaluce,scivation,polistil,lumene,sincotoys,luazonlighting,santeri,metrot,digifriends,kronospan,bielita,goodloot,exnihilo,delune,bela,airline,leiya,mengbadi,zoops,marusa,tactic,karya,keune,zx,neobio,bravo,kora,fox,ballarini,ballu,rock,bethesda,ewa,brizoll,clever,seventeenkids,fivestars,aiko,rise,ekolit,secretgourmet,vichy,prc,krasnaapresna,goliath,belashoff,vako,cantra,waterworld,monsterjam,dariush,lorelli-bertoni,kingroy,deoproce,cifyurm,renovator,vialata,kumanodeve,eos,san,isntree,mirex,gezatone,jet,ekel,yato,ea,vira,gedore,avaloncarpet,dermacol,p.i.t.,sofit,fotorama,pituso,atlas,solite,joyroom,mgaintertainment,sly,luxuryconcept,piter-trejd,grandvictory,dominant-print,lador,sonata,vellarti,steelpower,hlebsol,razer,ugreen,t-rex,gornica,eurosvet,studio,lovecoil,dekok,sunfull,mujjo,izdatelstvoivanalimbaha,tsubaki,flexter,agness,besty,bmw,kelli,owner,keenetic,castorland,nikakids,lilwoodzeez,osgona,crockid,lamel,bulgari,skwooshi,bigben,winda,iplay,inteli,brita,qixels,ww,batik,miif,mozaika-sintez,suneight,bubble,moroshka,optimus,vitesse,roadmarch,elektrostandard,stor,avatyre,fissman,lioele,welcos,ritmix,jarko,fitchbaby,jinjianfeng,lapocka,plitex,izdatelskijdommeserakova,rcr,palplay,bruder,candide,telecom,powerplant,millenium,anesi,kerasys,mustela,polese,caramelia,victorinox,bisou,gracecole,vt,sporttovary,rapid,view-master,wilson,aruna,augustinwelz,beyblade,zancaster,epnew,lord,devar,carters,inkax,blackdecker,kari,geoffanderson,starmom,sunlike,energizer,lunkerhunt,maxchristmas,ambition,mapei,mtx,ekonomia,innisfree,barer,risoli,korda,polaroid,lunecase,huanger,orjade,nomad,brkpress,a-derma,uralsport,trunki,redken,sava,cadillac,tristar,pervenec,sonifer,battat,kipocket,batiste,ventura,bohemian,qvs,screecherswild,sirius,thqnordic,atmosphera,berghoff,bakugan,adelline,kamskaaposuda,ecolight,falken,dunhill,calve,christina,wuben,bonita,scinic,sokany,nika,forcekraft,deluxe,moshi,machineboy,piatnik,tsv,wotrex,crest,unit,enkor,peterhof,sofia,jsq,klever,bosnic,dox,divoom,gammapiu,brateck,gelflex,respect,hairdorables,peppapig,faro,hipp,morakniv,stels,yokohama,rubelli,deviser,gamma,gentrycup,shopkins,sordiant,beeline,ves,leicosleiya,timson,mercusys,seletti,biotech,enough,rotor,sanjia,vorson,lalique,megasaurs,shengyuan,sonyinteractiveentertainment,terleckikomiks,mebelgrad,golf,damask,monchhichi,genius,wortex,muqaba,cd,mobil,koelf,vionne,wellneo,mentor,winner,weiste,marta,toptools,provence,prestigio,wtflabz,theshinestonetrade,kabrita,vitelia,avizor,holder,tinytoes,hyperx,nutrex,cerruti,komilfo,ripol,karaja,norfin,expression,defender,markjacobs,lamarkahome,make-upatelier,ducray,eco,lina,geroivmaskah,cettua,seintex,alphaline,foligain,marley,bunchems,ristanskaakeramika,teploteh,mica,mastrad,tontarelli,inhouse,emiliopucci,gripmax,milan,bradex,lumion,fizan,jiuling,beru,trianglegroup,kuchendorf,levrana,shinko,defalucy,masaimedved,cempioneria,centara,poopeez,konami,siton,attikus,scovo,amigami,bergamo,bauer,expromt,zing,keenway,weber-vetonit,capcom,jazwares,sterntaler,rivakoch,lorealparis,biography,malamalama,korpus,hausmann,saipo,dirkje,bagdanoviceskijfarforyvyjzavod,logona,caseconforte,uniforce,mamako,vesna,verran,smartbuy,iconbit,fleet,arsi,os,useandcare,gemei,svoboda,redline,skil,houseofseasons,myprotein,pintinox,greenway,bohmann,serebro,barum,lombok,viteks,sweetyhome,v-t,demi,wuw,rempire,plamers,ballist-x,dearest,admarginem,naturakamchatka,geneticlabnutrition,powerman,apacer,petro-canada,goldenrose,visnevyjpapa,viatti,ovation,damixa,haken,insight,medtextile,oumile,tmsweetpups,hanlu,kinklight,tamish,gran-stone,pirs,lykan,voltmaster,urgaz,hoco,trust,mikasa,silverlit,galaxy,garant,kipsta,versal,roadstone,bd,graphite,focushomeinteractive,usams,baldessarini,liquimoly,kite,delimano,ampm,malvacosmetics,burberry,naturasiberica,babor,revlon,embryolisse,bionime,zfts,tuarex,caprice"
apparel,,""
fan,Budget brand,"blauberg,elenberg,polaris,rovus,maxwell,scarlett,willmark"
microwave,,""
carriage,Budget brand,"polaris,babyhit,lorelli,pituso,teknum,hubeiindustrialaimiletrading,prestigio,aimile,shenma,glory,lorelli-bertoni,oley,kinlee,yoya,wiseson,mstar,babygo,maxcolor,babytime,bambola,coballe,bertoni,yoga"
videocards,Mid-range brand,"pny,hp,gainward,palit,his"
sewing_machine,Affordable brand,"jaguar,singer,veritas,leader,chayka,aoki,brother,toyota,naomi,janome"
auto,,""
bench,Budget brand,koopman
camera,High-end brand,"nikon,canon,dji,tamron,garmin"
chair,Budget brand,"matrix,lorelli-bertoni,globex,bambola,monkey,nika,cepeckaamf,babygo,tizo,selby,emily,babyhit,stryj,dobroparov,barneo,zeta,siger,sitparad,lorelli,baby,karapuz,babys,shenma,nania,maja,zlatek,pituso,mc,bertoni,aerocool,mifold,sheffilton,teknum"
swing,High-end brand,arno
camera,Affordable brand,"sjcam,huawei,zoom,xiaomi,panasonic,ricoh,fujifilm"
sewing_machine,,""
electronics,Affordable brand,"aria,ava,aces,gigabyte,prology,kicker,hanowa,parkwood,zoom,apart,storm,ricoh,rebus,honor,fiio,m-audio,claudebernard,tcl,casio,boccia,caraya,bosch,dune,htc,kivi,fli,orient,alctron,ingersoll,gamdias,aoc,zeppelin,artel,element,ergo,westone,withings,fitbit,nubia,hifiman,martinez,creative,detomaso,fujifilm,skagen,pride,romanson,kingston,beyerdynamic,dls,calvinklein,citizen,arg,momentum,groundzero,cowon,swatch,versace,yasin,gewa,audio-technica,alesis,sennheiser,ikea,shivaki,alvarez,meizu,admira,amistar,ibanez,akg,squier,fossil,avermedia,doogee,crusader,focal,oukitel,huawei,enya,xiaomi,energysistem,wacom,dkny,laudio,motorola,jacqueslemans,beats,epson,huion,cort,stagg,royallondon,pierrericaud,edge,philips,sjcam,adagio,tascam,leatherman,rockdale,ural,presonus,dexp,gamemax,avis,behringer,vox,nomi,hertz,changhong,misfit,adriatica,nokia,gladen,morel,edifier,jaguar,rode,kenwood,alpine,parrot,cover,pro-karaoke,pebble,marshall,panasonic,leagoo,diesel,armani,horizont,byintek,work,dauscher,heco,force,fostex,pioneer,fame,swissmilitaryhanowa,pierrelannier"
toys,,""
bag,Mid-range brand,"coccinelle,coleman,thule,hp,ezetil,persona,cameron,dometic"
grill,Mid-range brand,"hotpoint-ariston,char-broil,delonghi,obi"
drill,Budget brand,"oasis,nexttool,kolner,stanley,hammer,crown,mustang,texa,pit,bossh,dwt,ivt,p.i.t.,military,wester,graphite,vihr,mekkan,wortex,edon,patriot,enkor,alteco,total,kalibr"
hammok,Budget brand,"palisad,maclay,prc"
juicer,,""
sock,,""
diapers,Budget brand,"sabi,joonies,genki,yoshioki,huggies,manuoki,lovular,whito,insinse,moony,sachiko,yokito,sweety,momi,mello,goo.n,goon,molfix,merries,pampers"
videocards,,""
bath,Affordable brand,"kolo,jika,santek,estap,zara,cersanit,forminabanyo,domani-spa,creo,kolpasan"
bedroom,Budget brand,"mirodel,globex,avrorateksdizajn,kupu-kupu,almaks,pituso,mariaiskusnica,ekonomia,lorelli-bertoni,smarttextile,selena,mebelcon,lorelli,intex,sonoterra,ecotex,arua,sonnaaskazka,adel,monro,vasilisa,candide,tesma,caramelia,verossa,dormeo,tradiciatekstila,kroskindom,tamish,alvitek,belashoff,mojmalys,miromaks,osminozka,madamecoco,edem,everflo,legkiesny,magkijson,stolicatekstila,vesta,spalenka,astrid,ol-tex,bio-tekstil,edelvejs,stilvasejspalni"
belt,Budget brand,"petek,bond,tonybellucci"
smartphone,High-end brand,"google,lenovo,oneplus,apple,asus"
bag,Affordable brand,"travelite,roncato,meizu,scierra,dewalt,shimano,xiaomi,plano,nike,samsonite,delsey,ryobi,gross,bestway,korin,zubr,bosch,arstisa"
blanket,Budget brand,"ecotex,alvitek,ol-tex,monro,verossa,arua,dormeo,vasilisa,belashoff"
video,High-end brand,"vivitek,garmin,optoma,dji,acer,xgimi,viewsonic,skyworth,hisense,kuppersbusch,canon"
light,Budget brand,"bayerlux,nowodvorski,ultraflash,ansmann,rombica,kosmos,radiant,maman,stanley,svetogor,mica,escada,eco,lidonet,puckator,modern,deluxe,illumico,lezard,iek,alfa,eurolight"
bed,High-end brand,"embawood,pinskdrev,grandmanar,silva,giornonotte,permanence,micuna,stolplit"
refrigerators,,""
stationery,,""
coffee_grinder,Affordable brand,"kitfort,moulinex,gorenje,bosch"
bedroom,,""
hdd,High-end brand,"hpe,dell,hitachi,lenovo"
hood,Mid-range brand,"falmec,electrolux,franke,cameron,danke,zanussi,haier,best,candy,samsung,hotpoint-ariston,korting,fagor"
jeans,Budget brand,"conceptclub,noppies"
videocards,Budget brand,geil
keyboard,,""
tv,Affordable brand,"rebus,changhong,yasin,xiaomi,kivi,dexp,dauscher,tcl,horizont,aoc,ava,ergo,arg,panasonic,artel,philips,shivaki"
printer,,""
country_yard,Affordable brand,"ryobi,denzel,grinda,bosch,castelgarden,cmi,carver,dewalt,huter,gardena,magnetta,ventara,interlink,hyundai,agrimotor"
memory,High-end brand,"hpe,smart,lenovo,dell"
parktronic,,""
